Name,Team,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,wRC+,BsR,Off,WAR,OPS+,PA_scaled,Num,BIP%,PutAway%,HR_scaled,R_scaled,RBI_scaled,Num_Ordi,Team_Ordi,CPBL
岳東華,中信兄弟,8.9,20.2,0.059,0.305,0.239,0.318,0.299,0.283,85.82622618604222,4.086692859917858,8.207644692431293,6.02476680213627,82.9,3.375,98.0,68.8,37.4,5.709353417442548,86.64363011486022,67.04165723463554,58.0,32.0,1
王博玄,台鋼雄鷹,8.4,14.5,0.067,0.331,0.284,0.348,0.351,0.318,107.82132615226784,2.0296416666666675,21.59021559078853,4.929597571494732,106.8,4.075,6.0,75.5,30.7,-1.3653402147906384,91.53812151411368,35.7230433341692,5.0,33.0,1
曾子祐,台鋼雄鷹,6.5,6.699999999999999,0.05,0.292,0.273,0.319,0.323,0.291,90.43269404089403,4.346707142857141,11.266518040627215,5.650648078822794,89.9,4.216666666666667,1.0,86.5,18.4,-0.03426330671114286,88.08228801198283,48.47619562112867,0.0,33.0,1
王柏融,台鋼雄鷹,8.1,13.4,0.077,0.269,0.239,0.307,0.316,0.284,86.2856381893811,2.6557740990832692,8.590003860955786,2.9564061419524728,84.2,3.6083333333333334,9.0,76.4,28.0,0.5148513055405459,86.91191524163321,28.759150799982756,7.0,33.0,1
魔鷹,台鋼雄鷹,8.9,15.7,0.284,0.304,0.305,0.387,0.589,0.403,155.58054176985996,3.4974869047619035,54.09074491537036,5.265790311068651,185.5,3.183333333333333,94.0,65.4,34.5,29.64105758775335,107.72399990083275,72.45521845153728,56.0,33.0,1
張肇元,台鋼雄鷹,7.8,15.6,0.126,0.277,0.25,0.315,0.376,0.308,100.57062766800692,3.0028705913969085,17.7666239055436,4.262355347631097,103.5,3.2,29.0,73.0,31.4,9.988948558883715,90.87407737447043,50.77516622229772,21.0,33.0,1
吳念庭,台鋼雄鷹,10.9,11.9,0.078,0.373,0.328,0.4,0.407,0.364,136.5953647779525,5.777578385503387,39.17873734291517,6.813734373599713,138.7,3.1416666666666666,39.0,76.5,25.1,0.25234878289860774,98.07256529684472,48.92708067467535,27.0,33.0,1
李凱威,味全龍,11.1,9.2,0.03800000000000002,0.334,0.3,0.388,0.338,0.339,122.50826105702835,1.496155952380953,29.619758129802864,8.652329233810377,115.7,4.341666666666667,21.0,77.9,20.3,0.5625121295258708,93.34261936636769,67.86374306596431,15.0,34.0,1
吉力吉撈．鞏冠,味全龍,6.4,17.6,0.252,0.292,0.274,0.337,0.525,0.365,133.76828797608889,3.717217857142856,39.561096511439644,4.846014282720808,152.0,4.158333333333333,4.0,68.7,40.0,26.632177878186102,100.83834377795166,66.57886052627988,3.0,34.0,1
朱育賢,味全龍,7.5,22.1,0.183,0.346,0.293,0.355,0.476,0.36,131.90942646675478,4.649401401376402,37.649300668817204,7.683544818477666,143.9,3.125,11.0,64.8,42.3,21.78697238075673,99.16391903017553,87.36093258308773,9.0,34.0,1
劉基鴻,味全龍,4.0,11.9,0.114,0.272,0.258,0.293,0.372,0.292,89.71444755570202,2.3296905844155855,11.64887720915171,5.128746137636767,95.5,3.725,46.0,80.6,27.7,10.452578910966453,89.24550825739216,59.722015824758685,31.0,34.0,1
陳子豪,味全龍,12.5,17.6,0.073,0.283,0.237,0.347,0.31,0.308,102.8985572383587,2.8451455392433673,17.7666239055436,4.516456626716332,95.0,3.408333333333333,1.0,66.5,37.1,2.193651365869272,89.10501958181719,42.946050887807516,0.0,34.0,1
張政禹,味全龍,3.8,11.9,0.067,0.304,0.27,0.298,0.336,0.282,83.8878942203622,1.226737448662449,7.8252855239068,5.128065381412043,87.0,3.0833333333333335,25.0,83.5,23.2,3.542474545887387,87.49921699753752,54.36548088217718,19.0,34.0,1
郭天信,味全龍,6.2,8.9,0.071,0.301,0.28,0.334,0.351,0.31,102.50278572295547,6.714951798201799,18.531342242592586,6.847994079010528,102.4,4.041666666666667,2.0,82.4,21.9,4.88446427136499,90.64058717709676,63.46797228647121,1.0,34.0,1
范國宸,富邦悍將,7.1,19.8,0.178,0.312,0.275,0.334,0.453,0.341,119.97627181824348,5.443662728937731,30.38447646685185,6.5461745355332495,130.9,3.066666666666667,46.0,67.9,38.4,20.5668156590736,96.50155764196435,79.60040833862631,31.0,35.0,1
陳晨威,樂天桃園,8.6,11.3,0.104,0.341,0.307,0.366,0.411,0.345,123.70365089459044,3.5086966394716397,31.9139131409498,7.801024640808951,129.2,3.9916666666666667,98.0,79.1,23.4,8.634027808358791,96.13863947031427,69.95242669909663,58.0,36.0,1
林泓育,樂天桃園,4.6,15.3,0.108,0.345,0.307,0.345,0.415,0.334,116.24002706738086,2.0996547619047616,27.7079622871804,5.846142223949032,123.7,3.475,11.0,76.5,30.5,6.066782267778541,95.01899820232298,52.822544153915075,9.0,36.0,1
林子偉,樂天桃園,8.0,16.2,0.111,0.281,0.241,0.307,0.352,0.294,91.67399301736059,1.607827609950436,12.413595546200696,4.644670339273734,94.3,3.033333333333333,15.0,73.8,35.8,10.070678988115214,88.99120561539904,58.02645754055115,12.0,36.0,1
成晉,樂天桃園,4.9,9.7,0.06,0.299,0.272,0.321,0.331,0.296,93.71570069914922,6.8497693667443675,13.178313883249682,6.634995868800518,92.8,3.091666666666667,35.0,82.7,20.7,4.984636883393424,88.67446563954758,68.01075984506035,25.0,36.0,1
林智平,樂天桃園,7.1,16.5,0.075,0.351,0.294,0.343,0.368,0.319,107.76037742811633,3.6110912698412685,21.972574759313023,6.0086718411688205,110.0,3.275,79.0,75.7,31.6,2.9303615186676844,92.20184308865622,53.971414028453566,48.0,36.0,1
邱智呈,統一7-ELEVEn獅,9.2,16.1,0.142,0.301,0.258,0.34,0.4,0.33,114.53931608757541,0.5708690476190479,26.178525613082428,5.31696885937372,118.0,3.2583333333333333,14.0,71.1,30.3,13.15682852263981,93.84179547213375,60.88386165826499,11.0,37.0,1
林安可,統一7-ELEVEn獅,9.6,17.3,0.285,0.337,0.318,0.397,0.603,0.423,169.97238911154167,5.002360131535132,61.7379282858602,7.042960152329249,192.5,3.125,77.0,64.8,35.1,31.64436691898353,109.13533795859708,85.07785240146468,46.0,37.0,1
潘傑楷,統一7-ELEVEn獅,7.2,13.8,0.071,0.308,0.266,0.332,0.336,0.304,98.92469150162151,2.45362987012987,16.237187231445628,4.974640173942242,97.6,3.2583333333333333,35.0,76.5,30.9,2.1866479022473513,89.65524975504232,47.22072972364443,25.0,37.0,1
林佳緯,統一7-ELEVEn獅,5.6,15.5,0.132,0.318,0.275,0.322,0.408,0.319,106.50055671945536,0.49988396136027763,21.972574759313023,3.9426892561256572,114.6,4.15,20.0,76.7,32.6,7.560376605911335,93.15921554115091,39.14823927767038,14.0,37.0,1
岳政華,中信兄弟,9.3,17.1,0.088,0.29,0.242,0.322,0.329,0.298,96.52425576881845,2.118889685314686,13.943032220298669,5.210278119137071,88.5,4.2,92.0,70.7,34.4,6.783821958045653,87.77497721435152,54.98944327605419,54.0,32.0,1
